"LOCATION","Country","STATISTICS","Reference Statistics","UNIT_MEASURE","Unit of measurement","TIME","Year","Value","Flag Codes","Flags"
"BEL","Belgium","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",346472.81,,
"BEL","Belgium","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",363140.09,,
"BEL","Belgium","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",375967.81,,
"BEL","Belgium","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",386174.69,,
"BEL","Belgium","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",392880,,
"BEL","Belgium","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",403003.31,,
"BEL","Belgium","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",416701.41,,
"BEL","Belgium","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",430085.31,,
"BEL","Belgium","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",445050.09,,
"BEL","Belgium","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",460050.81,,
"BEL","Belgium","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",478645,,
"BEL","Belgium","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",459826.31,,
"BEL","Belgium","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",502311.59,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1995","1995",210489.09,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1996","1996",214287.09,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1997","1997",224101.5,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1998","1998",232623.8,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1999","1999",242307.59,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2000","2000",256376.41,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2001","2001",264334.91,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2002","2002",273255.91,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2003","2003",281200.19,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2004","2004",296819.69,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2005","2005",310037.59,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2006","2006",325151.5,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2007","2007",343618.91,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2008","2008",351743.09,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2009","2009",346472.81,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2010","2010",363140.09,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2011","2011",375967.81,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2012","2012",386174.69,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2013","2013",392880,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2014","2014",403003.31,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2015","2015",416701.41,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2016","2016",430085.31,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2017","2017",445050.09,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2018","2018",460050.81,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2019","2019",478645,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2020","2020",459826.31,,
"BEL","Belgium","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2021","2021",502311.59,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1995","1995",20764.438,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1996","1996",21097.48,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1997","1997",22011.738,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1998","1998",22799.549,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1999","1999",23695.248,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2000","2000",25009.893,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2001","2001",25696.014,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2002","2002",26444.973,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2003","2003",27101.021,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2004","2004",28482.842,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2005","2005",29586.564,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2006","2006",30825.891,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2007","2007",32337.559,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2008","2008",32842.492,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2009","2009",32092.701,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2010","2010",33327.836,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2011","2011",34061.227,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2012","2012",34768.586,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2013","2013",35207.457,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2014","2014",35953.547,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2015","2015",36961.273,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2016","2016",37956.516,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2017","2017",39125.285,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2018","2018",40259.98,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2019","2019",41661.152,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2020","2020",39832.492,,
"BEL","Belgium","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2021","2021",43332.609,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",110811.6,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",113683.9,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",115640.2,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",118543.5,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",122357.4,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",126645.6,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",130526.9,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",136364.41,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",143545.3,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",146388.2,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",160791.59,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",158639.41,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",166871.41,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",178598.7,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",189453.91,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",195653.59,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",207926.91,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",218102.09,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",220469.59,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",224069.41,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",223850.7,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",228451.2,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",231560.7,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",240446,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",248201.91,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",270844.69,,
"BEL","Belgium","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",278744.41,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",831621,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",859834,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",906926,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",940548,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",1007927,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",1106071,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",1144543,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",1193694,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",1254747,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",1335731,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",1421590,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",1496604,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",1577661,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",1657041,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",1571334,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",1666048,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",1774063,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",1827201,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",1902247,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",1994898,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",1990441,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",2025535,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",2140641,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",2235675,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",2313563,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",2209681,,
"CAN","Canada","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",2509618,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1996","1996",838674.25,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1997","1997",871607,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1998","1998",915331.5,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1999","1999",957392.75,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2000","2000",1032463,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2001","2001",1115689,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2002","2002",1156830.8,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2003","2003",1208957.3,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2004","2004",1274993,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2005","2005",1357195.8,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2006","2006",1440343.5,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2007","2007",1516868.3,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2008","2008",1597506,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2009","2009",1635614.3,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2010","2010",1595012.5,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2011","2011",1693051.8,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2012","2012",1787347.5,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2013","2013",1845962.5,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2014","2014",1925409.8,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2015","2015",1993783.8,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2016","2016",1999214.5,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2017","2017",2054311.5,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2018","2018",2164399.5,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2019","2019",2255147,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2020","2020",2287592.5,,
"CAN","Canada","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2021","2021",2284665.3,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1996","1996",28323.813,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1997","1997",29144.938,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1998","1998",30354.045,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1999","1999",31491.85,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2000","2000",33646.355,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2001","2001",35965.719,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2002","2002",36888.645,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2003","2003",38204.91,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2004","2004",39917.559,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2005","2005",42091.742,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2006","2006",44221.418,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2007","2007",46120.805,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2008","2008",48049.457,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2009","2009",48637.168,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2010","2010",46905.387,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2011","2011",49303.578,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2012","2012",51487.473,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2013","2013",52617.078,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2014","2014",54332.648,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2015","2015",55843.734,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2016","2016",55365.352,,
"CAN","Canada","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2017","2017",56212.84,,
